Fiscal Year,Month Grouping,Month (abbv),Component,Demographic,Citizenship Grouping,Title of Authority,Encounter Type,Encounter Count
2021,Remaining,JUL,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,1795
2020,Remaining,JUL,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,28
2020,Remaining,MAR,Office of Field Operations,Single Adults,Guatemala,Title 42,Expulsions,3
2019,FYTD,NOV,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,4159
2022 (FYTD),Remaining,JUN,U.S. Border Patrol,FMUA,Other,Title 42,Expulsions,93
2022 (FYTD),Remaining,MAY,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,1126
2022 (FYTD),Remaining,JUN,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,1921
2020,Remaining,SEP,U.S. Border Patrol,Single Adults,Honduras,Title 42,Expulsions,3501
2019,Remaining,MAY,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,2214
2021,FYTD,NOV,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,7
2019,FYTD,NOV,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,215
2021,FYTD,OCT,Office of Field Operations,Single Adults,Honduras,Title 42,Expulsions,23
2021,FYTD,JAN,U.S. Border Patrol,FMUA,El Salvador,Title 42,Expulsions,380
2020,Remaining,JUL,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,741
2021,Remaining,MAY,Office of Field Operations,Accompanied Minors,El Salvador,Title 42,Expulsions,4
2021,FYTD,NOV,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,243
2020,Remaining,MAY,U.S. Border Patrol,Single Adults,Guatemala,Title 42,Expulsions,507
2019,FYTD,DEC,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,7
2021,FYTD,FEB,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,1385
2020,Remaining,AUG,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,76
2021,Remaining,APR,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,2266
2019,FYTD,JAN,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,2419
2021,Remaining,AUG,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,710
2021,Remaining,JUL,Office of Field Operations,Single Adults,Mexico,Title 42,Expulsions,1585
2019,FYTD,JAN,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,3
2021,Remaining,APR,Office of Field Operations,Single Adults,Mexico,Title 42,Expulsions,1460
2022 (FYTD),FYTD,DEC,U.S. Border Patrol,FMUA,El Salvador,Title 42,Expulsions,1080
2021,Remaining,JUL,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,1843
2019,FYTD,FEB,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,1636
2021,FYTD,NOV,Office of Field Operations,Single Adults,Mexico,Title 42,Expulsions,1687
2021,Remaining,MAY,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,64
2022 (FYTD),FYTD,OCT,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,5050
2020,FYTD,FEB,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,88
2021,Remaining,MAY,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,349
2021,FYTD,OCT,Office of Field Operations,Single Adults,El Salvador,Title 42,Expulsions,18
2020,FYTD,FEB,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,20
2022 (FYTD),Remaining,MAY,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,332
2022 (FYTD),Remaining,JUN,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,111
2021,FYTD,DEC,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,80
2019,Remaining,AUG,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,235
2020,Remaining,JUN,Office of Field Operations,Single Adults,Guatemala,Title 42,Expulsions,53
2021,Remaining,JUL,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,9
2019,Remaining,MAY,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,2156
2019,Remaining,APR,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,547
2021,Remaining,MAR,Office of Field Operations,Accompanied Minors,Mexico,Title 42,Expulsions,71
2022 (FYTD),Remaining,MAR,U.S. Border Patrol,FMUA,Other,Title 42,Expulsions,571
2019,FYTD,OCT,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,1010
2022 (FYTD),Remaining,JUN,Office of Field Operations,Single Adults,Mexico,Title 42,Expulsions,1640
2021,Remaining,JUN,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,6
2021,FYTD,FEB,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,140
2021,FYTD,JAN,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,294
2020,Remaining,AUG,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,28
2020,FYTD,NOV,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,2053
2019,Remaining,AUG,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,57
2019,Remaining,MAY,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,3371
2019,FYTD,DEC,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,39
2021,Remaining,JUL,U.S. Border Patrol,Single Adults,El Salvador,Title 42,Expulsions,4254
2022 (FYTD),FYTD,DEC,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,17
2022 (FYTD),FYTD,JAN,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,607
2020,Remaining,JUN,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,15
2019,Remaining,AUG,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,1
2021,Remaining,APR,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,318
2021,Remaining,AUG,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,136
2022 (FYTD),Remaining,APR,U.S. Border Patrol,FMUA,Honduras,Title 42,Expulsions,2441
2020,Remaining,JUL,U.S. Border Patrol,Single Adults,El Salvador,Title 42,Expulsions,657
2020,FYTD,OCT,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,15055
2022 (FYTD),FYTD,NOV,Office of Field Operations,Accompanied Minors,Honduras,Title 42,Expulsions,4
2021,Remaining,SEP,U.S. Border Patrol,Single Adults,Other,Title 42,Expulsions,9047
2020,FYTD,OCT,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,3083
2020,FYTD,DEC,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,279
2020,FYTD,JAN,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,1036
2020,FYTD,NOV,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,3212
2021,Remaining,AUG,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,396
2020,Remaining,MAY,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,28
2022 (FYTD),Remaining,MAR,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,33
2021,Remaining,APR,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,99
2019,Remaining,JUL,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,78
2019,FYTD,FEB,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,236
2021,FYTD,OCT,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,14
2021,Remaining,SEP,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,468
2020,Remaining,SEP,Office of Field Operations,UC / Single Minors,Other,Title 42,Expulsions,1
2022 (FYTD),Remaining,JUN,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,1570
2019,Remaining,AUG,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,2847
2020,Remaining,JUL,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,1
2020,Remaining,MAR,Office of Field Operations,Accompanied Minors,Mexico,Title 42,Expulsions,1
2021,Remaining,AUG,U.S. Border Patrol,Single Adults,Guatemala,Title 42,Expulsions,10252
2021,Remaining,JUN,Office of Field Operations,Single Adults,Guatemala,Title 42,Expulsions,32
2020,Remaining,JUL,Office of Field Operations,Accompanied Minors,Guatemala,Title 42,Expulsions,2
2022 (FYTD),FYTD,OCT,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,213
2022 (FYTD),FYTD,OCT,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,18
2021,Remaining,MAY,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,5233
2021,Remaining,MAY,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,821
2022 (FYTD),FYTD,DEC,Office of Field Operations,Single Adults,Mexico,Title 42,Expulsions,1941
2021,Remaining,AUG,Office of Field Operations,Accompanied Minors,Guatemala,Title 42,Expulsions,4
2021,FYTD,DEC,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,1
2022 (FYTD),Remaining,MAY,Office of Field Operations,Single Adults,El Salvador,Title 42,Expulsions,9
2022 (FYTD),FYTD,OCT,U.S. Border Patrol,FMUA,Mexico,Title 42,Expulsions,1730
2022 (FYTD),FYTD,DEC,Office of Field Operations,Accompanied Minors,Other,Title 42,Expulsions,13
2021,Remaining,APR,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,3588
2019,Remaining,MAY,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,5845
2019,Remaining,APR,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,63
2022 (FYTD),Remaining,APR,Office of Field Operations,Accompanied Minors,El Salvador,Title 42,Expulsions,8
2019,Remaining,APR,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,3466
2022 (FYTD),Remaining,MAR,U.S. Border Patrol,FMUA,Mexico,Title 42,Expulsions,1944
2021,FYTD,OCT,Office of Field Operations,UC / Single Minors,Guatemala,Title 42,Expulsions,2
2022 (FYTD),FYTD,NOV,U.S. Border Patrol,UC / Single Minors,Mexico,Title 42,Expulsions,2
2020,FYTD,NOV,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,186
2021,FYTD,FEB,Office of Field Operations,Single Adults,Mexico,Title 42,Expulsions,1697
2020,FYTD,NOV,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,20
2022 (FYTD),Remaining,MAR,U.S. Border Patrol,FMUA,Honduras,Title 42,Expulsions,2868
2021,Remaining,SEP,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,3
2022 (FYTD),FYTD,JAN,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,8
2021,FYTD,JAN,U.S. Border Patrol,UC / Single Minors,Mexico,Title 42,Expulsions,18
2021,Remaining,JUL,U.S. Border Patrol,FMUA,Honduras,Title 42,Expulsions,3707
2021,Remaining,JUN,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,5890
2021,FYTD,JAN,Office of Field Operations,Accompanied Minors,Honduras,Title 42,Expulsions,3
2022 (FYTD),FYTD,OCT,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,24
2019,Remaining,JUN,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,5013
2021,Remaining,AUG,Office of Field Operations,Single Adults,Guatemala,Title 42,Expulsions,24
2022 (FYTD),FYTD,FEB,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,97
2020,Remaining,APR,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,4
2021,Remaining,JUN,U.S. Border Patrol,Single Adults,Guatemala,Title 42,Expulsions,14949
2020,FYTD,FEB,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,2179
2022 (FYTD),Remaining,APR,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,93
2022 (FYTD),Remaining,APR,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,535
2020,Remaining,MAY,Office of Field Operations,Single Adults,Mexico,Title 42,Expulsions,753
2021,Remaining,MAR,U.S. Border Patrol,Single Adults,Other,Title 42,Expulsions,4565
2022 (FYTD),FYTD,JAN,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,8
2020,FYTD,NOV,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,1491
2022 (FYTD),FYTD,FEB,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,2498
2019,Remaining,JUL,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,1791
2021,Remaining,JUN,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,168
2019,Remaining,MAY,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,188
2021,FYTD,OCT,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,60
2020,Remaining,MAR,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,1951
2020,FYTD,DEC,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,916
2019,FYTD,JAN,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,83
2020,Remaining,JUL,U.S. Border Patrol,UC / Single Minors,Honduras,Title 42,Expulsions,295
2021,Remaining,MAY,Office of Field Operations,Accompanied Minors,Mexico,Title 42,Expulsions,92
2019,Remaining,JUL,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,6899
2021,Remaining,AUG,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,10057
2021,Remaining,JUL,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,26
2022 (FYTD),Remaining,MAY,U.S. Border Patrol,FMUA,Other,Title 42,Expulsions,2106
2020,FYTD,FEB,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,2046
2019,Remaining,MAR,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,1364
2021,Remaining,MAY,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,485
2020,FYTD,NOV,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,34
2022 (FYTD),Remaining,JUN,U.S. Border Patrol,FMUA,Honduras,Title 42,Expulsions,6610
2022 (FYTD),FYTD,NOV,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,73
2022 (FYTD),Remaining,APR,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,116
2021,Remaining,SEP,Office of Field Operations,Accompanied Minors,Mexico,Title 42,Expulsions,147
2020,Remaining,APR,Office of Field Operations,Single Adults,Honduras,Title 42,Expulsions,12
2020,Remaining,JUL,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,63
2019,Remaining,MAR,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,1111
2021,FYTD,DEC,U.S. Border Patrol,Single Adults,Guatemala,Title 42,Expulsions,9702
2019,FYTD,DEC,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,1951
2020,FYTD,OCT,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,914
2021,FYTD,OCT,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,2245
2020,Remaining,APR,Office of Field Operations,Single Adults,Guatemala,Title 42,Expulsions,13
2019,Remaining,JUN,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,542
2019,FYTD,DEC,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,1311
2020,FYTD,OCT,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,2315
2019,FYTD,FEB,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,1697
2020,FYTD,DEC,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,1553
2022 (FYTD),FYTD,JAN,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,62
2020,FYTD,JAN,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,34
2022 (FYTD),FYTD,DEC,U.S. Border Patrol,Single Adults,Honduras,Title 42,Expulsions,7720
2019,Remaining,AUG,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,1034
2021,FYTD,DEC,U.S. Border Patrol,FMUA,Honduras,Title 42,Expulsions,1138
2019,FYTD,FEB,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,118
2021,Remaining,JUN,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,116
2021,Remaining,JUN,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,2070
2022 (FYTD),FYTD,FEB,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,35859
2021,Remaining,MAY,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,17831
2020,Remaining,JUL,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,1
2022 (FYTD),FYTD,DEC,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,38688
2020,Remaining,MAY,Office of Field Operations,Accompanied Minors,Mexico,Title 42,Expulsions,15
2020,Remaining,JUN,U.S. Border Patrol,FMUA,Guatemala,Title 42,Expulsions,104
2020,Remaining,JUN,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,12
2022 (FYTD),Remaining,APR,U.S. Border Patrol,Single Adults,Mexico,Title 42,Expulsions,66766
2019,FYTD,DEC,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,0
2021,Remaining,SEP,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,30948
2022 (FYTD),FYTD,JAN,U.S. Border Patrol,FMUA,El Salvador,Title 42,Expulsions,469
2020,Remaining,MAR,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,27
2022 (FYTD),FYTD,NOV,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,2037
2021,FYTD,JAN,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,4
2021,Remaining,JUN,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,31
2020,FYTD,FEB,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,544
2021,FYTD,DEC,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,717
2022 (FYTD),Remaining,APR,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,2552
2020,Remaining,AUG,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,4
2019,FYTD,JAN,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,1221
2021,Remaining,JUL,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,3
2020,Remaining,MAY,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,805
2020,Remaining,APR,U.S. Border Patrol,FMUA,El Salvador,Title 42,Expulsions,52
2022 (FYTD),Remaining,MAR,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,92
2019,FYTD,JAN,Office of Field Operations,Accompanied Minors,Guatemala,Title 8,Inadmissibles,2
2020,Remaining,SEP,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,389
2020,Remaining,MAR,Office of Field Operations,Single Adults,El Salvador,Title 42,Expulsions,1
2020,Remaining,SEP,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,1
2020,Remaining,JUL,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,11
2019,FYTD,JAN,Office of Field Operations,Accompanied Minors,El Salvador,Title 8,Inadmissibles,1
2019,FYTD,OCT,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,1373
2021,Remaining,AUG,U.S. Border Patrol,Single Adults,Honduras,Title 42,Expulsions,9913
2019,FYTD,OCT,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,8419
2022 (FYTD),Remaining,JUN,U.S. Border Patrol,Single Adults,Honduras,Title 42,Expulsions,8329
2020,FYTD,DEC,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,476
2020,Remaining,APR,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,4
2022 (FYTD),FYTD,NOV,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,24760
2020,FYTD,FEB,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,1093
2021,FYTD,OCT,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,6
2022 (FYTD),FYTD,JAN,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,183
2019,FYTD,NOV,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,534
2021,Remaining,MAY,Office of Field Operations,Single Adults,Guatemala,Title 42,Expulsions,36
2020,Remaining,MAR,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,129
2020,Remaining,MAR,U.S. Border Patrol,FMUA,Guatemala,Title 42,Expulsions,128
2022 (FYTD),Remaining,MAY,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,1610
2021,FYTD,OCT,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,7
2021,FYTD,OCT,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,43
2021,Remaining,MAY,Office of Field Operations,Single Adults,El Salvador,Title 42,Expulsions,25
2020,FYTD,FEB,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,269
2022 (FYTD),Remaining,MAY,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,5824
2020,FYTD,JAN,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,47
2021,Remaining,MAY,Office of Field Operations,Accompanied Minors,Guatemala,Title 42,Expulsions,2
2021,Remaining,AUG,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,8253
